100,400,500,550,650,800,1000,1100,1800
100,400,500,550,650,800,1000,1100,1800
1,1,300,500,1500,1700,2000,4800,35200
50,250,750,900,1300,1950,2000,4100,69275
1,300,600,1000,1500,2100,3500,5600,71200
1,100,600,950,2100,3150,7850,10200,14075
1,100,200,400,500,1300,2400,16000,27000
400,800,1500,2000,3000,4000,5000,7300,48250
500,1000,1500,2000,2950,3900,5000,6100,16150
200,300,400,650,1000,1200,2800,4600,12050
