110,250,300,420,600,1150,1600,2100,4450
100,210,480,750,950,1300,1680,2570,5470
230,470,850,1390,1980,3000,4050,5150,10200
500,1100,1470,1850,2200,3030,3790,4370,14430
140,330,560,870,1180,1760,2430,3220,18140
220,450,710,980,1230,2250,3470,4700,11730
230,460,830,1340,1850,2880,3900,5020,23900
190,390,640,970,1280,1900,2530,3200,10320
450,920,1410,1990,2560,3150,4310,5760,15150
190,390,640,970,1280,1900,2530,3200,10320
