id;wkt
165;POLYGON((-688287.1463414633 -1126046.1219512196, -683110.7654394129 -1145364.6384770009, -683448.70842947 -1145452.0364767394, -688287.1463414633 -1126046.1219512196))
166;POLYGON((-688287.1463414633 -1126046.1219512196, -683448.70842947 -1145452.0364767394, -683788.125254586 -1145533.5232469244, -688287.1463414633 -1126046.1219512196))
167;POLYGON((-688287.1463414633 -1126046.1219512196, -683788.125254586 -1145533.5232469244, -684128.9125251081 -1145609.0739658957, -688287.1463414633 -1126046.1219512196))
168;POLYGON((-688287.1463414633 -1126046.1219512196, -684128.9125251081 -1145609.0739658957, -684470.9664339324 -1145678.6656201729, -688287.1463414633 -1126046.1219512196))
169;POLYGON((-688287.1463414633 -1126046.1219512196, -684470.9664339324 -1145678.6656201729, -684814.1827881247 -1145742.277011464, -688287.1463414633 -1126046.1219512196))
170;POLYGON((-688287.1463414633 -1126046.1219512196, -684814.1827881247 -1145742.277011464, -685158.4570406587 -1145799.8887631225, -688287.1463414633 -1126046.1219512196))
171;POLYGON((-688287.1463414633 -1126046.1219512196, -685158.4570406587 -1145799.8887631225, -685503.6843222621 -1145851.483326051, -688287.1463414633 -1126046.1219512196))
172;POLYGON((-688287.1463414633 -1126046.1219512196, -685503.6843222621 -1145851.483326051, -685849.7594733604 -1145897.0449840461, -688287.1463414633 -1126046.1219512196))
173;POLYGON((-688287.1463414633 -1126046.1219512196, -685849.7594733604 -1145897.0449840461, -686196.5770761103 -1145936.559858585, -688287.1463414633 -1126046.1219512196))
174;POLYGON((-688287.1463414633 -1126046.1219512196, -686196.5770761103 -1145936.559858585, -686544.0314865102 -1145970.0159130546, -688287.1463414633 -1126046.1219512196))
175;POLYGON((-688287.1463414633 -1126046.1219512196, -686544.0314865102 -1145970.0159130546, -686892.0168665808 -1145997.4029564161, -688287.1463414633 -1126046.1219512196))
176;POLYGON((-688287.1463414633 -1126046.1219512196, -686892.0168665808 -1145997.4029564161, -687240.4272166045 -1146018.7126463111, -688287.1463414633 -1126046.1219512196))
177;POLYGON((-688287.1463414633 -1126046.1219512196, -687240.4272166045 -1146018.7126463111, -687589.1564074133 -1146033.9384916015, -688287.1463414633 -1126046.1219512196))
178;POLYGON((-688287.1463414633 -1126046.1219512196, -687589.1564074133 -1146033.9384916015, -687938.0982127177 -1146043.0758543476, -688287.1463414633 -1126046.1219512196))
179;POLYGON((-688287.1463414633 -1126046.1219512196, -687938.0982127177 -1146043.0758543476, -688287.1463414633 -1146046.1219512196, -688287.1463414633 -1126046.1219512196))
180;POLYGON((-688287.1463414633 -1126046.1219512196, -688287.1463414633 -1146046.1219512196, -688636.194470209 -1146043.0758543476, -688287.1463414633 -1126046.1219512196))
181;POLYGON((-688287.1463414633 -1126046.1219512196, -688636.194470209 -1146043.0758543476, -688985.1362755133 -1146033.9384916015, -688287.1463414633 -1126046.1219512196))
182;POLYGON((-688287.1463414633 -1126046.1219512196, -688985.1362755133 -1146033.9384916015, -689333.8654663222 -1146018.7126463111, -688287.1463414633 -1126046.1219512196))
183;POLYGON((-688287.1463414633 -1126046.1219512196, -689333.8654663222 -1146018.7126463111, -689682.2758163458 -1145997.4029564161, -688287.1463414633 -1126046.1219512196))
184;POLYGON((-688287.1463414633 -1126046.1219512196, -689682.2758163458 -1145997.4029564161, -690030.2611964165 -1145970.0159130546, -688287.1463414633 -1126046.1219512196))
185;POLYGON((-688287.1463414633 -1126046.1219512196, -690030.2611964165 -1145970.0159130546, -690377.7156068163 -1145936.559858585, -688287.1463414633 -1126046.1219512196))
186;POLYGON((-688287.1463414633 -1126046.1219512196, -690377.7156068163 -1145936.559858585, -690724.5332095663 -1145897.0449840461, -688287.1463414633 -1126046.1219512196))
187;POLYGON((-688287.1463414633 -1126046.1219512196, -690724.5332095663 -1145897.0449840461, -691070.6083606647 -1145851.483326051, -688287.1463414633 -1126046.1219512196))
188;POLYGON((-688287.1463414633 -1126046.1219512196, -691070.6083606647 -1145851.483326051, -691415.835642268 -1145799.8887631225, -688287.1463414633 -1126046.1219512196))
189;POLYGON((-688287.1463414633 -1126046.1219512196, -691415.835642268 -1145799.8887631225, -691760.109894802 -1145742.277011464, -688287.1463414633 -1126046.1219512196))
190;POLYGON((-688287.1463414633 -1126046.1219512196, -691760.109894802 -1145742.277011464, -692103.3262489942 -1145678.6656201729, -688287.1463414633 -1126046.1219512196))
191;POLYGON((-688287.1463414633 -1126046.1219512196, -692103.3262489942 -1145678.6656201729, -692445.3801578186 -1145609.0739658957, -688287.1463414633 -1126046.1219512196))
192;POLYGON((-688287.1463414633 -1126046.1219512196, -692445.3801578186 -1145609.0739658957, -692786.1674283406 -1145533.5232469244, -688287.1463414633 -1126046.1219512196))
193;POLYGON((-688287.1463414633 -1126046.1219512196, -692786.1674283406 -1145533.5232469244, -693125.5842534567 -1145452.0364767394, -688287.1463414633 -1126046.1219512196))
194;POLYGON((-688287.1463414633 -1126046.1219512196, -693125.5842534567 -1145452.0364767394, -693463.5272435137 -1145364.6384770009, -688287.1463414633 -1126046.1219512196))
195;POLYGON((-688287.1463414633 -1126046.1219512196, -693463.5272435137 -1145364.6384770009, -693799.8934578033 -1145271.3558699861, -688287.1463414633 -1126046.1219512196))
196;POLYGON((-688287.1463414633 -1126046.1219512196, -693799.8934578033 -1145271.3558699861, -694134.5804359181 -1145172.2170704803, -688287.1463414633 -1126046.1219512196))
197;POLYGON((-688287.1463414633 -1126046.1219512196, -694134.5804359181 -1145172.2170704803, -694467.4862289623 -1145067.2522771228, -688287.1463414633 -1126046.1219512196))
198;POLYGON((-688287.1463414633 -1126046.1219512196, -694467.4862289623 -1145067.2522771228, -694798.5094306065 -1144956.4934632059, -688287.1463414633 -1126046.1219512196))
199;POLYGON((-688287.1463414633 -1126046.1219512196, -694798.5094306065 -1144956.4934632059, -695127.5492079767 -1144839.9743669378, -688287.1463414633 -1126046.1219512196))
200;POLYGON((-688287.1463414633 -1126046.1219512196, -695127.5492079767 -1144839.9743669378, -695454.5053323694 -1144717.7304811636, -688287.1463414633 -1126046.1219512196))
201;POLYGON((-688287.1463414633 -1126046.1219512196, -695454.5053323694 -1144717.7304811636, -695779.2782097815 -1144589.7990425553, -688287.1463414633 -1126046.1219512196))
202;POLYGON((-688287.1463414633 -1126046.1219512196, -695779.2782097815 -1144589.7990425553, -696101.7689112488 -1144456.2190202684, -688287.1463414633 -1126046.1219512196))
203;POLYGON((-688287.1463414633 -1126046.1219512196, -696101.7689112488 -1144456.2190202684, -696421.8792029794 -1144317.0311040715, -688287.1463414633 -1126046.1219512196))
204;POLYGON((-688287.1463414633 -1126046.1219512196, -696421.8792029794 -1144317.0311040715, -696739.5115762773 -1144172.2776919527, -688287.1463414633 -1126046.1219512196))
205;POLYGON((-688287.1463414633 -1126046.1219512196, -696739.5115762773 -1144172.2776919527, -697054.5692772449 -1144022.002877203, -688287.1463414633 -1126046.1219512196))
206;POLYGON((-688287.1463414633 -1126046.1219512196, -697054.5692772449 -1144022.002877203, -697366.9563362543 -1143866.2524349869, -688287.1463414633 -1126046.1219512196))
207;POLYGON((-688287.1463414633 -1126046.1219512196, -697366.9563362543 -1143866.2524349869, -697676.5775971811 -1143705.073808398, -688287.1463414633 -1126046.1219512196))
208;POLYGON((-688287.1463414633 -1126046.1219512196, -697676.5775971811 -1143705.073808398, -697983.3387463901 -1143538.5160940075, -688287.1463414633 -1126046.1219512196))
209;POLYGON((-688287.1463414633 -1126046.1219512196, -697983.3387463901 -1143538.5160940075, -698287.1463414633 -1143366.6300269084, -688287.1463414633 -1126046.1219512196))
210;POLYGON((-688287.1463414633 -1126046.1219512196, -698287.1463414633 -1143366.6300269084, -698587.9078396644 -1143189.4679652618, -688287.1463414633 -1126046.1219512196))
211;POLYGON((-688287.1463414633 -1126046.1219512196, -698587.9078396644 -1143189.4679652618, -698885.5316261274 -1143007.083874348, -688287.1463414633 -1126046.1219512196))
212;POLYGON((-688287.1463414633 -1126046.1219512196, -698885.5316261274 -1143007.083874348, -699179.9270417639 -1142819.5333101281, -688287.1463414633 -1126046.1219512196))
213;POLYGON((-688287.1463414633 -1126046.1219512196, -699179.9270417639 -1142819.5333101281, -699471.0044108783 -1142626.8734023205, -688287.1463414633 -1126046.1219512196))
214;POLYGON((-688287.1463414633 -1126046.1219512196, -699471.0044108783 -1142626.8734023205, -699758.6750684843 -1142429.1628369994, -688287.1463414633 -1126046.1219512196))
215;POLYGON((-688287.1463414633 -1126046.1219512196, -699758.6750684843 -1142429.1628369994, -700042.8513873128 -1142226.4618387185, -688287.1463414633 -1126046.1219512196))
216;POLYGON((-688287.1463414633 -1126046.1219512196, -700042.8513873128 -1142226.4618387185, -700323.4468045043 -1142018.8321521655, -688287.1463414633 -1126046.1219512196))
217;POLYGON((-688287.1463414633 -1126046.1219512196, -700323.4468045043 -1142018.8321521655, -700600.3758479765 -1141806.3370233541, -688287.1463414633 -1126046.1219512196))
218;POLYGON((-688287.1463414633 -1126046.1219512196, -700600.3758479765 -1141806.3370233541, -700873.55416246 -1141589.041180359, -688287.1463414633 -1126046.1219512196))
219;POLYGON((-688287.1463414633 -1126046.1219512196, -700873.55416246 -1141589.041180359, -701142.8985351941 -1141367.0108135992, -688287.1463414633 -1126046.1219512196))
220;POLYGON((-688287.1463414633 -1126046.1219512196, -701142.8985351941 -1141367.0108135992, -701408.3269212735 -1141140.313555675, -688287.1463414633 -1126046.1219512196))
221;POLYGON((-688287.1463414633 -1126046.1219512196, -701408.3269212735 -1141140.313555675, -701669.7584686405 -1140909.0184607676, -688287.1463414633 -1126046.1219512196))
222;POLYGON((-688287.1463414633 -1126046.1219512196, -701669.7584686405 -1140909.0184607676, -701927.1135427133 -1140673.1959836031, -688287.1463414633 -1126046.1219512196))
223;POLYGON((-688287.1463414633 -1126046.1219512196, -701927.1135427133 -1140673.1959836031, -702180.3137506433 -1140432.9179579928, -688287.1463414633 -1126046.1219512196))
224;POLYGON((-688287.1463414633 -1126046.1219512196, -702180.3137506433 -1140432.9179579928, -702429.2819651943 -1140188.2575749506, -688287.1463414633 -1126046.1219512196))
225;POLYGON((-688287.1463414633 -1126046.1219512196, -702429.2819651943 -1140188.2575749506, -702673.9423482363 -1139939.2893603996, -688287.1463414633 -1126046.1219512196))
226;POLYGON((-688287.1463414633 -1126046.1219512196, -702673.9423482363 -1139939.2893603996, -702914.2203738467 -1139686.0891524695, -688287.1463414633 -1126046.1219512196))
227;POLYGON((-688287.1463414633 -1126046.1219512196, -702914.2203738467 -1139686.0891524695, -703150.0428510112 -1139428.7340783968, -688287.1463414633 -1126046.1219512196))
228;POLYGON((-688287.1463414633 -1126046.1219512196, -703150.0428510112 -1139428.7340783968, -703381.3379459188 -1139167.3025310298, -688287.1463414633 -1126046.1219512196))
229;POLYGON((-688287.1463414633 -1126046.1219512196, -703381.3379459188 -1139167.3025310298, -703608.0352038429 -1138901.8741449504, -688287.1463414633 -1126046.1219512196))
230;POLYGON((-688287.1463414633 -1126046.1219512196, -703608.0352038429 -1138901.8741449504, -703830.0655706028 -1138632.5297722165, -688287.1463414633 -1126046.1219512196))
231;POLYGON((-688287.1463414633 -1126046.1219512196, -703830.0655706028 -1138632.5297722165, -704047.3614135977 -1138359.3514577327, -688287.1463414633 -1126046.1219512196))
232;POLYGON((-688287.1463414633 -1126046.1219512196, -704047.3614135977 -1138359.3514577327, -704259.8565424092 -1138082.4224142607, -688287.1463414633 -1126046.1219512196))
233;POLYGON((-688287.1463414633 -1126046.1219512196, -704259.8565424092 -1138082.4224142607, -704467.4862289623 -1137801.8269970692, -688287.1463414633 -1126046.1219512196))
234;POLYGON((-688287.1463414633 -1126046.1219512196, -704467.4862289623 -1137801.8269970692, -704670.1872272432 -1137517.6506782405, -688287.1463414633 -1126046.1219512196))
235;POLYGON((-688287.1463414633 -1126046.1219512196, -704670.1872272432 -1137517.6506782405, -704867.8977925641 -1137229.9800206346, -688287.1463414633 -1126046.1219512196))
236;POLYGON((-688287.1463414633 -1126046.1219512196, -704867.8977925641 -1137229.9800206346, -705060.5577003718 -1136938.9026515202, -688287.1463414633 -1126046.1219512196))
237;POLYGON((-688287.1463414633 -1126046.1219512196, -705060.5577003718 -1136938.9026515202, -705248.1082645919 -1136644.5072358837, -688287.1463414633 -1126046.1219512196))
238;POLYGON((-688287.1463414633 -1126046.1219512196, -705248.1082645919 -1136644.5072358837, -705430.4923555056 -1136346.8834494208, -688287.1463414633 -1126046.1219512196))
239;POLYGON((-688287.1463414633 -1126046.1219512196, -705430.4923555056 -1136346.8834494208, -705607.654417152 -1136046.1219512196, -688287.1463414633 -1126046.1219512196))
240;POLYGON((-688287.1463414633 -1126046.1219512196, -705607.654417152 -1136046.1219512196, -705779.5404842512 -1135742.3143561464, -688287.1463414633 -1126046.1219512196))
241;POLYGON((-688287.1463414633 -1126046.1219512196, -705779.5404842512 -1135742.3143561464, -705946.0981986419 -1135435.5532069374, -688287.1463414633 -1126046.1219512196))
242;POLYGON((-688287.1463414633 -1126046.1219512196, -705946.0981986419 -1135435.5532069374, -706107.2768252307 -1135125.9319460106, -688287.1463414633 -1126046.1219512196))
243;POLYGON((-688287.1463414633 -1126046.1219512196, -706107.2768252307 -1135125.9319460106, -706263.0272674466 -1134813.5448870012, -688287.1463414633 -1126046.1219512196))
244;POLYGON((-688287.1463414633 -1126046.1219512196, -706263.0272674466 -1134813.5448870012, -706413.3020821963 -1134498.4871860335, -688287.1463414633 -1126046.1219512196))
245;POLYGON((-688287.1463414633 -1126046.1219512196, -706413.3020821963 -1134498.4871860335, -706558.0554943153 -1134180.8548127357, -688287.1463414633 -1126046.1219512196))
246;POLYGON((-688287.1463414633 -1126046.1219512196, -706558.0554943153 -1134180.8548127357, -706697.2434105121 -1133860.744521005, -688287.1463414633 -1126046.1219512196))
247;POLYGON((-688287.1463414633 -1126046.1219512196, -706697.2434105121 -1133860.744521005, -706830.8234327991 -1133538.2538195378, -688287.1463414633 -1126046.1219512196))
248;POLYGON((-688287.1463414633 -1126046.1219512196, -706830.8234327991 -1133538.2538195378, -706958.7548714073 -1133213.4809421257, -688287.1463414633 -1126046.1219512196))
249;POLYGON((-688287.1463414633 -1126046.1219512196, -706958.7548714073 -1133213.4809421257, -707080.9987571815 -1132886.524817733, -688287.1463414633 -1126046.1219512196))
250;POLYGON((-688287.1463414633 -1126046.1219512196, -707080.9987571815 -1132886.524817733, -707197.5178534497 -1132557.4850403627, -688287.1463414633 -1126046.1219512196))
251;POLYGON((-688287.1463414633 -1126046.1219512196, -707197.5178534497 -1132557.4850403627, -707308.2766673664 -1132226.4618387185, -688287.1463414633 -1126046.1219512196))
252;POLYGON((-688287.1463414633 -1126046.1219512196, -707308.2766673664 -1132226.4618387185, -707413.241460724 -1131893.5560456743, -688287.1463414633 -1126046.1219512196))
253;POLYGON((-688287.1463414633 -1126046.1219512196, -707413.241460724 -1131893.5560456743, -707512.3802602297 -1131558.8690675595, -688287.1463414633 -1126046.1219512196))
254;POLYGON((-688287.1463414633 -1126046.1219512196, -707512.3802602297 -1131558.8690675595, -707605.6628672447 -1131222.50285327, -688287.1463414633 -1126046.1219512196))
255;POLYGON((-688287.1463414633 -1126046.1219512196, -707605.6628672447 -1131222.50285327, -707693.0608669833 -1130884.559863213, -688287.1463414633 -1126046.1219512196))
256;POLYGON((-688287.1463414633 -1126046.1219512196, -707693.0608669833 -1130884.559863213, -707774.547637168 -1130545.1430380968, -688287.1463414633 -1126046.1219512196))
257;POLYGON((-688287.1463414633 -1126046.1219512196, -707774.547637168 -1130545.1430380968, -707850.0983561394 -1130204.3557675749, -688287.1463414633 -1126046.1219512196))
258;POLYGON((-688287.1463414633 -1126046.1219512196, -707850.0983561394 -1130204.3557675749, -707919.6900104166 -1129862.3018587504, -688287.1463414633 -1126046.1219512196))
259;POLYGON((-688287.1463414633 -1126046.1219512196, -707919.6900104166 -1129862.3018587504, -707983.3014017075 -1129519.0855045582, -688287.1463414633 -1126046.1219512196))
260;POLYGON((-688287.1463414633 -1126046.1219512196, -707983.3014017075 -1129519.0855045582, -708040.9131533661 -1129174.8112520243, -688287.1463414633 -1126046.1219512196))
261;POLYGON((-688287.1463414633 -1126046.1219512196, -708040.9131533661 -1129174.8112520243, -708092.5077162947 -1128829.583970421, -688287.1463414633 -1126046.1219512196))
262;POLYGON((-688287.1463414633 -1126046.1219512196, -708092.5077162947 -1128829.583970421, -708138.0693742897 -1128483.5088193226, -688287.1463414633 -1126046.1219512196))
263;POLYGON((-688287.1463414633 -1126046.1219512196, -708138.0693742897 -1128483.5088193226, -708177.5842488288 -1128136.6912165727, -688287.1463414633 -1126046.1219512196))
264;POLYGON((-688287.1463414633 -1126046.1219512196, -708177.5842488288 -1128136.6912165727, -708211.0403032983 -1127789.2368061729, -688287.1463414633 -1126046.1219512196))
265;POLYGON((-688287.1463414633 -1126046.1219512196, -708211.0403032983 -1127789.2368061729, -708238.4273466598 -1127441.2514261021, -688287.1463414633 -1126046.1219512196))
266;POLYGON((-688287.1463414633 -1126046.1219512196, -708238.4273466598 -1127441.2514261021, -708259.7370365548 -1127092.8410760786, -688287.1463414633 -1126046.1219512196))
267;POLYGON((-688287.1463414633 -1126046.1219512196, -708259.7370365548 -1127092.8410760786, -708274.9628818452 -1126744.1118852696, -688287.1463414633 -1126046.1219512196))
268;POLYGON((-688287.1463414633 -1126046.1219512196, -708274.9628818452 -1126744.1118852696, -708284.1002445911 -1126395.1700799654, -688287.1463414633 -1126046.1219512196))
269;POLYGON((-688287.1463414633 -1126046.1219512196, -708284.1002445911 -1126395.1700799654, -708287.1463414633 -1126046.1219512196, -688287.1463414633 -1126046.1219512196))
270;POLYGON((-688287.1463414633 -1126046.1219512196, -708287.1463414633 -1126046.1219512196, -708284.1002445911 -1125697.0738224739, -688287.1463414633 -1126046.1219512196))
271;POLYGON((-688287.1463414633 -1126046.1219512196, -708284.1002445911 -1125697.0738224739, -708274.9628818452 -1125348.1320171696, -688287.1463414633 -1126046.1219512196))
272;POLYGON((-688287.1463414633 -1126046.1219512196, -708274.9628818452 -1125348.1320171696, -708259.7370365548 -1124999.4028263607, -688287.1463414633 -1126046.1219512196))
273;POLYGON((-688287.1463414633 -1126046.1219512196, -708259.7370365548 -1124999.4028263607, -708238.4273466598 -1124650.9924763371, -688287.1463414633 -1126046.1219512196))
274;POLYGON((-688287.1463414633 -1126046.1219512196, -708238.4273466598 -1124650.9924763371, -708211.0403032983 -1124303.0070962664, -688287.1463414633 -1126046.1219512196))
275;POLYGON((-688287.1463414633 -1126046.1219512196, -708211.0403032983 -1124303.0070962664, -708177.5842488288 -1123955.5526858666, -688287.1463414633 -1126046.1219512196))
276;POLYGON((-688287.1463414633 -1126046.1219512196, -708177.5842488288 -1123955.5526858666, -708138.0693742897 -1123608.7350831167, -688287.1463414633 -1126046.1219512196))
277;POLYGON((-688287.1463414633 -1126046.1219512196, -708138.0693742897 -1123608.7350831167, -708092.5077162947 -1123262.6599320183, -688287.1463414633 -1126046.1219512196))
278;POLYGON((-688287.1463414633 -1126046.1219512196, -708092.5077162947 -1123262.6599320183, -708040.9131533661 -1122917.432650415, -688287.1463414633 -1126046.1219512196))
279;POLYGON((-688287.1463414633 -1126046.1219512196, -708040.9131533661 -1122917.432650415, -707983.3014017075 -1122573.158397881, -688287.1463414633 -1126046.1219512196))
280;POLYGON((-688287.1463414633 -1126046.1219512196, -707983.3014017075 -1122573.158397881, -707919.6900104166 -1122229.9420436886, -688287.1463414633 -1126046.1219512196))
281;POLYGON((-688287.1463414633 -1126046.1219512196, -707919.6900104166 -1122229.9420436886, -707850.0983561394 -1121887.8881348644, -688287.1463414633 -1126046.1219512196))
282;POLYGON((-688287.1463414633 -1126046.1219512196, -707850.0983561394 -1121887.8881348644, -707774.547637168 -1121547.1008643424, -688287.1463414633 -1126046.1219512196))
283;POLYGON((-688287.1463414633 -1126046.1219512196, -707774.547637168 -1121547.1008643424, -707693.0608669833 -1121207.6840392263, -688287.1463414633 -1126046.1219512196))
284;POLYGON((-688287.1463414633 -1126046.1219512196, -707693.0608669833 -1121207.6840392263, -707605.6628672447 -1120869.7410491693, -688287.1463414633 -1126046.1219512196))
285;POLYGON((-688287.1463414633 -1126046.1219512196, -707605.6628672447 -1120869.7410491693, -707512.3802602297 -1120533.3748348795, -688287.1463414633 -1126046.1219512196))
286;POLYGON((-688287.1463414633 -1126046.1219512196, -707512.3802602297 -1120533.3748348795, -707413.241460724 -1120198.687856765, -688287.1463414633 -1126046.1219512196))
287;POLYGON((-688287.1463414633 -1126046.1219512196, -707413.241460724 -1120198.687856765, -707308.2766673664 -1119865.7820637207, -688287.1463414633 -1126046.1219512196))
288;POLYGON((-688287.1463414633 -1126046.1219512196, -707308.2766673664 -1119865.7820637207, -707197.5178534497 -1119534.7588620766, -688287.1463414633 -1126046.1219512196))
289;POLYGON((-688287.1463414633 -1126046.1219512196, -707197.5178534497 -1119534.7588620766, -707080.9987571815 -1119205.7190847062, -688287.1463414633 -1126046.1219512196))
290;POLYGON((-688287.1463414633 -1126046.1219512196, -707080.9987571815 -1119205.7190847062, -706958.7548714073 -1118878.7629603136, -688287.1463414633 -1126046.1219512196))
291;POLYGON((-688287.1463414633 -1126046.1219512196, -706958.7548714073 -1118878.7629603136, -706830.8234327991 -1118553.9900829014, -688287.1463414633 -1126046.1219512196))
292;POLYGON((-688287.1463414633 -1126046.1219512196, -706830.8234327991 -1118553.9900829014, -706697.2434105121 -1118231.4993814342, -688287.1463414633 -1126046.1219512196))
293;POLYGON((-688287.1463414633 -1126046.1219512196, -706697.2434105121 -1118231.4993814342, -706558.0554943153 -1117911.3890897036, -688287.1463414633 -1126046.1219512196))
294;POLYGON((-688287.1463414633 -1126046.1219512196, -706558.0554943153 -1117911.3890897036, -706413.3020821963 -1117593.7567164057, -688287.1463414633 -1126046.1219512196))
295;POLYGON((-688287.1463414633 -1126046.1219512196, -706413.3020821963 -1117593.7567164057, -706263.0272674466 -1117278.699015438, -688287.1463414633 -1126046.1219512196))
296;POLYGON((-688287.1463414633 -1126046.1219512196, -706263.0272674466 -1117278.699015438, -706107.2768252307 -1116966.3119564287, -688287.1463414633 -1126046.1219512196))
297;POLYGON((-688287.1463414633 -1126046.1219512196, -706107.2768252307 -1116966.3119564287, -705946.0981986419 -1116656.6906955019, -688287.1463414633 -1126046.1219512196))
298;POLYGON((-688287.1463414633 -1126046.1219512196, -705946.0981986419 -1116656.6906955019, -705779.5404842512 -1116349.9295462929, -688287.1463414633 -1126046.1219512196))
299;POLYGON((-688287.1463414633 -1126046.1219512196, -705779.5404842512 -1116349.9295462929, -705607.654417152 -1116046.1219512196, -688287.1463414633 -1126046.1219512196))
300;POLYGON((-688287.1463414633 -1126046.1219512196, -705607.654417152 -1116046.1219512196, -705430.4923555056 -1115745.3604530185, -688287.1463414633 -1126046.1219512196))
301;POLYGON((-688287.1463414633 -1126046.1219512196, -705430.4923555056 -1115745.3604530185, -705248.1082645919 -1115447.7366665555, -688287.1463414633 -1126046.1219512196))
302;POLYGON((-688287.1463414633 -1126046.1219512196, -705248.1082645919 -1115447.7366665555, -705060.5577003718 -1115153.341250919, -688287.1463414633 -1126046.1219512196))
303;POLYGON((-688287.1463414633 -1126046.1219512196, -705060.5577003718 -1115153.341250919, -704867.8977925641 -1114862.2638818047, -688287.1463414633 -1126046.1219512196))
304;POLYGON((-688287.1463414633 -1126046.1219512196, -704867.8977925641 -1114862.2638818047, -704670.1872272432 -1114574.5932241988, -688287.1463414633 -1126046.1219512196))
305;POLYGON((-688287.1463414633 -1126046.1219512196, -704670.1872272432 -1114574.5932241988, -704467.4862289623 -1114290.41690537, -688287.1463414633 -1126046.1219512196))
306;POLYGON((-688287.1463414633 -1126046.1219512196, -704467.4862289623 -1114290.41690537, -704259.8565424092 -1114009.8214881786, -688287.1463414633 -1126046.1219512196))
307;POLYGON((-688287.1463414633 -1126046.1219512196, -704259.8565424092 -1114009.8214881786, -704047.3614135977 -1113732.8924447065, -688287.1463414633 -1126046.1219512196))
308;POLYGON((-688287.1463414633 -1126046.1219512196, -704047.3614135977 -1113732.8924447065, -703830.0655706028 -1113459.7141302228, -688287.1463414633 -1126046.1219512196))
309;POLYGON((-688287.1463414633 -1126046.1219512196, -703830.0655706028 -1113459.7141302228, -703608.0352038429 -1113190.3697574888, -688287.1463414633 -1126046.1219512196))
310;POLYGON((-688287.1463414633 -1126046.1219512196, -703608.0352038429 -1113190.3697574888, -703381.3379459188 -1112924.9413714095, -688287.1463414633 -1126046.1219512196))
311;POLYGON((-688287.1463414633 -1126046.1219512196, -703381.3379459188 -1112924.9413714095, -703150.0428510112 -1112663.5098240424, -688287.1463414633 -1126046.1219512196))
312;POLYGON((-688287.1463414633 -1126046.1219512196, -703150.0428510112 -1112663.5098240424, -702914.2203738467 -1112406.1547499697, -688287.1463414633 -1126046.1219512196))
313;POLYGON((-688287.1463414633 -1126046.1219512196, -702914.2203738467 -1112406.1547499697, -702673.9423482363 -1112152.9545420397, -688287.1463414633 -1126046.1219512196))
314;POLYGON((-688287.1463414633 -1126046.1219512196, -702673.9423482363 -1112152.9545420397, -702429.2819651943 -1111903.9863274887, -688287.1463414633 -1126046.1219512196))
315;POLYGON((-688287.1463414633 -1126046.1219512196, -702429.2819651943 -1111903.9863274887, -702180.3137506433 -1111659.3259444465, -688287.1463414633 -1126046.1219512196))
316;POLYGON((-688287.1463414633 -1126046.1219512196, -702180.3137506433 -1111659.3259444465, -701927.1135427132 -1111419.0479188361, -688287.1463414633 -1126046.1219512196))
317;POLYGON((-688287.1463414633 -1126046.1219512196, -701927.1135427132 -1111419.0479188361, -701669.7584686405 -1111183.2254416717, -688287.1463414633 -1126046.1219512196))
318;POLYGON((-688287.1463414633 -1126046.1219512196, -701669.7584686405 -1111183.2254416717, -701408.3269212735 -1110951.9303467642, -688287.1463414633 -1126046.1219512196))
319;POLYGON((-688287.1463414633 -1126046.1219512196, -701408.3269212735 -1110951.9303467642, -701142.8985351941 -1110725.23308884, -688287.1463414633 -1126046.1219512196))
320;POLYGON((-688287.1463414633 -1126046.1219512196, -701142.8985351941 -1110725.23308884, -700873.55416246 -1110503.2027220803, -688287.1463414633 -1126046.1219512196))
321;POLYGON((-688287.1463414633 -1126046.1219512196, -700873.55416246 -1110503.2027220803, -700600.3758479764 -1110285.906879085, -688287.1463414633 -1126046.1219512196))
322;POLYGON((-688287.1463414633 -1126046.1219512196, -700600.3758479764 -1110285.906879085, -700323.4468045043 -1110073.4117502738, -688287.1463414633 -1126046.1219512196))
323;POLYGON((-688287.1463414633 -1126046.1219512196, -700323.4468045043 -1110073.4117502738, -700042.8513873128 -1109865.7820637207, -688287.1463414633 -1126046.1219512196))
324;POLYGON((-688287.1463414633 -1126046.1219512196, -700042.8513873128 -1109865.7820637207, -699758.6750684843 -1109663.0810654399, -688287.1463414633 -1126046.1219512196))
325;POLYGON((-688287.1463414633 -1126046.1219512196, -699758.6750684843 -1109663.0810654399, -699471.0044108783 -1109465.3705001187, -688287.1463414633 -1126046.1219512196))
326;POLYGON((-688287.1463414633 -1126046.1219512196, -699471.0044108783 -1109465.3705001187, -699179.9270417639 -1109272.710592311, -688287.1463414633 -1126046.1219512196))
327;POLYGON((-688287.1463414633 -1126046.1219512196, -699179.9270417639 -1109272.710592311, -698885.5316261274 -1109085.1600280912, -688287.1463414633 -1126046.1219512196))
328;POLYGON((-688287.1463414633 -1126046.1219512196, -698885.5316261274 -1109085.1600280912, -698587.9078396644 -1108902.7759371775, -688287.1463414633 -1126046.1219512196))
329;POLYGON((-688287.1463414633 -1126046.1219512196, -698587.9078396644 -1108902.7759371775, -698287.1463414633 -1108725.613875531, -688287.1463414633 -1126046.1219512196))
