470,540,610,720,950,1160,1510,1890,2460
470,540,610,720,950,1160,1510,1890,2460
1120,1290,1460,1680,2100,2620,2970,4240,7390
560,720,870,1130,1800,2680,3730,4820,6455
1,160,180,240,320,400,1200,2000,19200
1,160,400,500,640,800,1600,3200,9400
1,160,300,400,800,1200,1600,2800,5400
1,160,400,500,700,800,1100,1600,2600
870,1210,1550,1930,2330,2740,3140,5640,17435
1,160,400,500,700,800,1100,1600,2600
