-699362;-1074894;173207;Janovická Lhota;3205;Kutná Hora, Uhlířské Janovice;ST
-711078;-1033564;89541;Sídliště;3208;Nymburk, Lysá nad Labem;ST
-749614;-1071278;149616;Slapy;3210;Praha-západ, Slapy;ST
-734216;-1019453;66770;Kly;3206;Mělník, Kly;ST
-711854;-1006658;64530;Katusice;3207;Mladá Boleslav, Katusice;ST
-604905;-1043089;173479;Malý Uhřínov;3607;Rychnov nad Kněžnou, Liberk;KH
-752734;-1031411;161594;Hole;3210;Praha-západ, Svrkyně;ST
-754241;-1090424;170119;Třebnice;3211;Příbram, Sedlčany;ST
-612800;-1173477;106046;Nové Bránice;3703;Brno-venkov, Nové Bránice;JM
-587490;-1154843;109436;Ochoz u Brna;3703;Brno-venkov, Ochoz u Brna;JM
-750825;-1031996;161608;Svrkyně;3210;Praha-západ, Svrkyně;ST
-747160;-1069620;163252;Štěchovice;3210;Praha-západ, Štěchovice;ST
-748871;-1068972;326861;Masečín-chatová oblast;3210;Praha-západ, Štěchovice;ST
-718903;-1138955;25747;Deštná;3303;Jindřichův Hradec, Deštná;JC
-694919;-1157077;38458;Heřmaneč;3303;Jindřichův Hradec, Heřmaneč;JC
-697196;-1152846;43567;Horní Meziříčko;3303;Jindřichův Hradec, Horní Meziříčko;JC
-738811;-1161890;33821;Dunajovice;3303;Jindřichův Hradec, Dunajovice;JC
-727263;-1185068;33928;Dvory nad Lužnicí;3303;Jindřichův Hradec, Dvory nad Lužnicí;JC
-790318;-1110679;301639;Na rybníkách;3307;Strakonice, Blatná;JC
-788721;-1108207;148008;Skaličany;3307;Strakonice, Blatná;JC
-754157;-1011716;15083;Bříza;3506;Litoměřice, Bříza;US
-719603;-1121642;126080;Pořín;3308;Tábor, Dolní Hořice;JC
-778906;-1091074;115746;Ostrov;3211;Příbram, Ostrov;ST
-760307;-1047298;31534;Drahelčice;3210;Praha-západ, Drahelčice;ST
-829051;-1023679;180297;Týniště;3403;Karlovy Vary, Verušičky;KA
-757881;-1074734;107646;Starý Knín;3211;Příbram, Nový Knín;ST
-626878;-1081660;80489;Doubravice;3611;Ústí nad Orlicí, Leština;PA
-754441;-1041686;45837;Hostivice;3210;Praha-západ, Hostivice;ST
-756582;-1042119;45845;Litovice;3210;Praha-západ, Hostivice;ST
-755888;-1052452;52990;Chýnice;3210;Praha-západ, Chýnice;ST
-512760;-1058091;150533;Víno;3801;Bruntál, Slezské Rudoltice;MS
-676452;-1054074;72354;Krakovany;3204;Kolín, Krakovany;ST
-681499;-985073;144321;Pulečný;3504;Jablonec nad Nisou, Pulečný;LB
-662622;-1085770;7552;Ostružno;3601;Havlíčkův Brod, Borek;VY
-815914;-1144579;153311;Kusov;3306;Prachatice, Stachy;JC
-587481;-1058467;22705;České Petrovice;3611;Ústí nad Orlicí, České Petrovice;PA
-618238;-1109190;60259;Trhonice;3714;Žďár nad Sázavou, Jimramov;VY
-629600;-1137513;61913;Kadolec;3714;Žďár nad Sázavou, Kadolec;VY
-737979;-1057273;58611;Jesenice;3210;Praha-západ, Jesenice;ST
-737825;-1130048;195821;Želeč;3308;Tábor, Želeč;JC
-626508;-1086348;119237;Zderaz;3603;Chrudim, Zderaz;PA
-637824;-1062396;24791;Dašice;3606;Pardubice, Dašice;PA
